ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1760191_x_at	0.74093	2.84e-01	-1.130646	-5.9641	-0.363979	Z2374///ECs1530///ECs2743	holin protein of prophage CP-933R///holin///holin
1768632_s_at	0.74093	2.84e-01	-1.130599	-5.9642	-0.469293	yfcD///Z3561///yfcD///ECs3183	hypothetical protein///regulator///putative NUDIX hydrolase///regulator
1768938_s_at	0.74114	2.84e-01	1.129979	-5.9649	0.35619	Z1601///Z1162///ECs1340	hypothetical protein///hypothetical protein///hypothetical protein
1759554_s_at	0.74114	2.85e-01	1.129451	-5.9654	0.513702	Z2088///ECs2211	hypothetical protein///hypothetical protein
1763664_at	0.74114	2.85e-01	-1.129172	-5.9657	-0.612403	kbl	2-amino-3-ketobutyrate CoA ligase
1765678_at	0.74114	2.85e-01	1.12889	-5.966	0.316676	setC	putative arabinose efflux transporter
1762390_s_at	0.74114	2.85e-01	-1.128807	-5.9661	-0.331975	eutA///eutA///eutA///eutA	reactivating factor for ethanolamine ammonia lyase///reactivating factor for ethanolamine ammonia lyase///reactivating factor for ethanolamine ammonia lyase///reactivating factor for ethanolamine ammonia lyase
1763825_s_at	0.74114	2.85e-01	-1.12864	-5.9663	-0.349326	mltE///mltE///ECs1687	membrane-bound lytic murein transglycosylase E///murein transglycosylase E///murein transglycosylase E
1766032_at	0.74114	2.85e-01	1.128618	-5.9663	0.38095	yihS	sulphoquinovose isomerase
1759313_s_at	0.74114	2.85e-01	1.1286	-5.9663	0.517968	menC///menC///ECs3149	O-succinylbenzoate synthase///O-succinylbenzoyl-CoA synthase///O-succinylbenzoate synthase
1762889_s_at	0.74114	2.85e-01	1.128595	-5.9664	0.327007	Z1619///Z1180	hypothetical protein///hypothetical protein
1763597_at	0.74114	2.85e-01	1.128435	-5.9665	0.282565	elaC	ribonuclease Z
1768722_s_at	0.74114	2.85e-01	1.128125	-5.9669	0.399611	uvrC///uvrC///uvrC///uvrC	excinuclease ABC subunit C///excinuclease ABC subunit C///excinuclease UvrABC, endonuclease subunit///excinuclease ABC subunit C
1763789_s_at	0.74114	2.85e-01	-1.128074	-5.9669	-0.264346		
1760372_at	0.74114	2.85e-01	-1.127718	-5.9673	-0.67751	c4735	hypothetical protein
1767719_s_at	0.74114	2.85e-01	-1.127667	-5.9674	-0.67628	sucD///sucD///sucD///ECs0754	succinyl-CoA synthetase subunit alpha///succinyl-CoA synthetase subunit alpha///succinyl-CoA synthetase, NAD(P)-binding, alpha subunit///succinyl-CoA synthetase subunit alpha
1767690_s_at	0.74114	2.85e-01	-1.127409	-5.9676	-0.756355	katG///katG///katG///ECs4871	peroxidase/catalase HPI///catalase///catalase-peroxidase HPI, heme b-containing///hydroperoxidase HPI(I)
1764921_s_at	0.74114	2.85e-01	-1.127333	-5.9677	-0.839225	upp///upp///upp///upp	uracil phosphoribosyltransferase///uracil phosphoribosyltransferase///uracil phosphoribosyltransferase///uracil phosphoribosyltransferase
1767671_s_at	0.74114	2.86e-01	1.126984	-5.9681	0.484604		
1760035_s_at	0.74114	2.86e-01	1.12686	-5.9682	0.279427		
1764487_s_at	0.74114	2.86e-01	1.12649	-5.9686	0.29027	yjgD///yjgD///rraB///ECs5232	hypothetical protein///hypothetical protein///protein inhibitor of RNase E///hypothetical protein
1760643_s_at	0.74114	2.86e-01	1.126433	-5.9687	0.321117	flgD///flgD///flgD///flgD	flagellar basal body rod modification protein///flagellar basal body rod modification protein///flagellar hook assembly protein///flagellar basal body rod modification protein
1769137_s_at	0.74114	2.86e-01	-1.126329	-5.9688	-0.305792	ytfG///ytfG///qorB///ECs5190	hypothetical protein///oxidoreductase///NAD(P)H:quinone oxidoreductase///oxidoreductase
1763881_s_at	0.74114	2.86e-01	-1.126133	-5.969	-0.64268	cydA///cydA///cydA///ECs0768	cytochrome D ubiquinol oxidase subunit I///cytochrome d terminal oxidase, polypeptide subunit I///cytochrome d terminal oxidase, subunit I///cytochrome d terminal oxidase polypeptide subunit I
1764270_s_at	0.74114	2.86e-01	1.125466	-5.9697	0.429129	Z0324///ECs0289	integrase for prophage CP-933I///integrase
1765367_at	0.74114	2.86e-01	1.12544	-5.9698	0.591954	prpE	propionate--CoA ligase
1769027_at	0.74114	2.86e-01	-1.125354	-5.9698	-0.669924	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase
1760244_at	0.74114	2.86e-01	1.125299	-5.9699	0.486704	yfdM	pseudo
1768394_s_at	0.74114	2.86e-01	-1.125103	-5.9701	-0.541084	c3575///Z1573///Z1134///ECs1311	transposase insF///hypothetical protein///hypothetical protein///transposase
1762750_s_at	0.74114	2.86e-01	1.12493	-5.9703	0.338521	sdhA///sdhA///sdhA	succinate dehydrogenase flavoprotein subunit///succinate dehydrogenase, flavoprotein subunit///succinate dehydrogenase flavoprotein subunit
1760509_s_at	0.74114	2.86e-01	1.124831	-5.9704	0.271834	yhiX///gadX///ECs4396	DNA-binding transcriptional regulator GadX///acid resistance regulon transcriptional activator; autoactivator///DNA-binding transcriptional regulator GadX
1762612_s_at	0.74114	2.86e-01	1.124705	-5.9705	0.494565	ECs5581	hypothetical protein
1763067_s_at	0.74114	2.87e-01	-1.124575	-5.9707	-0.452662		
1759625_s_at	0.74114	2.87e-01	-1.124469	-5.9708	-0.384657	yaaX///c0009	hypothetical protein///hypothetical protein
1763028_s_at	0.74114	2.87e-01	1.124358	-5.9709	0.368691	ybgP///ECs0742	chaperone///chaperone
1766099_s_at	0.74114	2.87e-01	-1.123997	-5.9713	-0.364993		
1763792_at	0.74114	2.87e-01	1.123994	-5.9713	0.363227	php	phosphotriesterase homology protein
1768945_s_at	0.74114	2.87e-01	1.123534	-5.9718	0.397549	ygcB///ECs3615	hypothetical protein///hypothetical protein
1763286_s_at	0.74114	2.87e-01	1.123184	-5.9722	0.40101	Z3224///ECs2865	tyrosine kinase///tyrosine kinase
1764352_at	0.74114	2.87e-01	1.12318	-5.9722	0.253977	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
1761891_at	0.74114	2.87e-01	1.123029	-5.9724	0.255031	fadE	acyl coenzyme A dehydrogenase
1759770_s_at	0.74114	2.87e-01	1.122545	-5.9729	0.398528	ybeY///ybeY///ybeY///ECs0697	metalloprotease///metalloprotease///ssRNA-specific endoribonuclease; 16S rRNA 3' end maturation and quality control co-endoribonuclease working with RNase R; rRNA transcription antitermination factor///metalloprotease
1766227_s_at	0.74114	2.87e-01	-1.122447	-5.973	-0.311322		
1763599_s_at	0.74114	2.88e-01	1.122105	-5.9733	0.739686	hisH///hisH///hisH///hisH	imidazole glycerol phosphate synthase subunit HisH///imidazole glycerol phosphate synthase subunit HisH///imidazole glycerol phosphate synthase, glutamine amidotransferase subunit///imidazole glycerol phosphate synthase subunit HisH
1765200_s_at	0.74114	2.88e-01	1.122009	-5.9734	0.401702	perM///yfgO///ECs3355	permease///putative UPF0118 family inner membrane permease///permease
1765788_s_at	0.74114	2.88e-01	1.121826	-5.9736	0.217494		
1760115_at	0.74114	2.88e-01	1.121652	-5.9738	0.288793	ycjN	putative ABC sugar transporter periplasmic binding protein
1759421_s_at	0.74114	2.88e-01	-1.121613	-5.9739	-0.334465	slyB///slyB///slyB///ECs2350	outer membrane lipoprotein slyB///hypothetical protein///outer membrane lipoprotein///outer membrane protein
1766072_at	0.74114	2.88e-01	-1.121612	-5.9739	-0.246882	yneF	hypothetical protein
1764820_s_at	0.74114	2.88e-01	-1.121538	-5.974	-0.241503	ybjH///ybjH///ybjH///ECs0923	hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein
1765095_at	0.74114	2.88e-01	1.121445	-5.9741	0.47767	ECs0301	hypothetical protein
1768460_s_at	0.74114	2.88e-01	-1.121038	-5.9745	-0.324292	c1918///Z2221m///dosP	sensor kinase///cAMP phosphodiesterase///oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator
1760910_at	0.74114	2.88e-01	-1.120926	-5.9746	-0.343854	ugpC	glycerol-3-phosphate transporter ATP-binding subunit
1759741_at	0.74114	2.88e-01	1.120772	-5.9748	0.424697	paaG	1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming
1760104_s_at	0.74114	2.88e-01	1.120732	-5.9748	0.231867	ybbD///ybbD///ECs0561	hypothetical protein///pseudo///hypothetical protein
1761912_s_at	0.74114	2.88e-01	1.120589	-5.975	0.249452		
1767060_s_at	0.74114	2.88e-01	1.120428	-5.9751	0.231761		
1763184_s_at	0.741399	2.88e-01	1.119999	-5.9756	0.482459	Z3276///ECs2914	fimbrial protein///type-1 fimbrial protein
1764292_s_at	0.741479	2.88e-01	-1.119743	-5.9759	-0.354211	yceB///yceB///yceB///ECs1441	hypothetical protein///hypothetical protein///lipoprotein, DUF1439 family///hypothetical protein
1760193_s_at	0.741824	2.89e-01	-1.11899	-5.9767	-0.526929	dgkA///dgkA///dgkA///ECs5025	diacylglycerol kinase///diacylglycerol kinase///diacylglycerol kinase///diacylglycerol kinase
1760542_s_at	0.741824	2.89e-01	-1.118902	-5.9768	-0.405461	yjcP///yjcP///mdtP///ECs5062	outer membrane efflux protein MdtP///outer membrane efflux protein MdtP///outer membrane factor of efflux pump///outer membrane efflux protein MdtP
1764334_at	0.741824	2.89e-01	1.118661	-5.977	0.345897	c4759	transketolase
1765104_s_at	0.741824	2.89e-01	1.11862	-5.9771	0.391324	Z2100///ECs2195	hypothetical protein///hypothetical protein
1759092_s_at	0.741824	2.89e-01	-1.118312	-5.9774	-0.369191		
1765699_s_at	0.741824	2.89e-01	1.117964	-5.9778	0.429515	Z1538///ECs1280	pilin subunit///major pilin protein
1762020_at	0.741824	2.89e-01	1.11794	-5.9778	0.304478	mngR	transcriptional repressor for the mannosyl-D-glycerate catabolic operon
1768658_s_at	0.741824	2.89e-01	1.117845	-5.9779	0.614494	c0824	hypothetical protein
1768234_s_at	0.741824	2.89e-01	1.117792	-5.978	0.468269		
1765261_s_at	0.742001	2.89e-01	1.11727	-5.9785	0.505029	yliJ///yliJ///gstB///ECs0918	GST-like protein yliJ///transferase///glutathione S-transferase///transferase
1762231_s_at	0.742001	2.90e-01	-1.11704	-5.9788	-0.413434		
1762824_s_at	0.742001	2.90e-01	-1.116956	-5.9789	-0.544546	flhD///flhD///flhD///ECs2602	transcriptional activator FlhD///transcriptional activator FlhD///flagellar class II regulon transcriptional activator, with FlhC///transcriptional activator FlhD
1764182_at	0.742001	2.90e-01	1.116823	-5.979	0.342034	smrB	putative DNA endonuclease
1765977_at	0.742001	2.90e-01	1.116723	-5.9791	0.413757		
1766721_at	0.742274	2.90e-01	1.11622	-5.9797	0.28946	ECs5480	hypothetical protein
1766505_s_at	0.742274	2.90e-01	1.116082	-5.9798	0.337598	Z1387///ECs1127	hypothetical protein///hypothetical protein
1762563_s_at	0.742274	2.90e-01	-1.115917	-5.98	-0.310349	ycjR///Z2469///ycjR///ECs1893	hypothetical protein///transient receptor potential locus///putative TIM alpha/beta barrel enzyme///hypothetical protein
1761934_s_at	0.742274	2.90e-01	1.115498	-5.9804	0.35799		
1765733_at	0.742274	2.90e-01	-1.115441	-5.9805	-0.299428	phnL	phosphonate ABC transporter ATP-binding protein
1762993_s_at	0.742274	2.90e-01	1.114816	-5.9812	0.346108	edd///edd///edd///ECs2561	phosphogluconate dehydratase///phosphogluconate dehydratase///6-phosphogluconate dehydratase///phosphogluconate dehydratase
1761923_at	0.742274	2.90e-01	-1.114799	-5.9812	-0.324301	yahM	uncharacterized protein
1763719_s_at	0.742274	2.90e-01	-1.114791	-5.9812	-0.416015	c3355	hypothetical protein
1766710_at	0.742274	2.91e-01	-1.114464	-5.9815	-0.758048	yieG	hypothetical protein
1766781_s_at	0.742274	2.91e-01	1.114205	-5.9818	0.30552	Z5691///ECs5073	ribose ABC transporter ATP-binding protein///sugar ABC transporter ATP-binding protein
1761370_at	0.742274	2.91e-01	1.114181	-5.9818	0.268726	torS	hybrid sensory histidine kinase in two-component regulatory system with TorR
1765293_at	0.742274	2.91e-01	1.113833	-5.9822	0.5399	Z6025	hypothetical protein
1767718_s_at	0.742274	2.91e-01	-1.113653	-5.9824	-0.331962		
1764699_s_at	0.742274	2.91e-01	1.113575	-5.9825	0.685251	nrfF///nrfF///nrfF///ECs5057	formate-dependent nitrite reductase complex subunit NrfF///formate-dependent nitrite reductase complex subunit NrfF///heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF///formate-dependent nitrite reductase complex subunit NrfF
1766014_s_at	0.742274	2.91e-01	-1.11348	-5.9826	-0.35645	ECs5362///c0042///Z0039	hypothetical protein///hypothetical protein///hypothetical protein
1767247_at	0.742274	2.91e-01	1.113135	-5.983	0.478319	ydfE	pseudo
1761412_s_at	0.742274	2.91e-01	1.11313	-5.983	0.294706		
1763372_s_at	0.742274	2.91e-01	1.113089	-5.983	0.239777	gldA///gldA	glycerol dehydrogenase///glycerol dehydrogenase
1764682_s_at	0.742274	2.91e-01	-1.112739	-5.9834	-0.452608	yigC///ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase///3-octaprenyl-4-hydroxybenzoate decarboxylase
1763200_s_at	0.742274	2.91e-01	1.11238	-5.9838	0.440473		
1765419_s_at	0.742274	2.92e-01	1.111826	-5.9844	0.737903	ECs2526	hypothetical protein
1766622_s_at	0.742274	2.92e-01	1.111825	-5.9844	0.438084	Z0851///rhsO///ECs0729	hypothetical protein///pseudo///protein RhsC
1763581_s_at	0.742274	2.92e-01	-1.111581	-5.9846	-0.419145	proC///proC///proC///proC	pyrroline-5-carboxylate reductase///pyrroline-5-carboxylate reductase///pyrroline-5-carboxylate reductase, NAD(P)-binding///pyrroline-5-carboxylate reductase
1766393_s_at	0.742274	2.92e-01	1.111254	-5.985	0.504394	Z2047///ECs1767	hypothetical protein///hypothetical protein
1762737_s_at	0.742274	2.92e-01	1.111126	-5.9851	0.832699	c3774///Z4385///ECs3916	ferric enterobactin transport ATP-binding protein fepC///ABC transporter ATP-binding protein///iron-siderophore iron ABC transporter ATP-binding protein
1762843_s_at	0.742274	2.92e-01	1.11107	-5.9852	0.266999		
1762018_s_at	0.742274	2.92e-01	1.110927	-5.9853	0.453174	ECs1081///ECs1521	hypothetical protein///hypothetical protein
1768129_s_at	0.742274	2.92e-01	1.110771	-5.9855	0.436581	Z1548///ECs1288	glycine cleavage system protein T///glycine cleavage system protein T
1766610_s_at	0.742274	2.92e-01	1.110578	-5.9857	0.333642		
1765075_at	0.742274	2.92e-01	-1.110545	-5.9857	-0.31355	c1694	hypothetical protein
1767175_at	0.742274	2.92e-01	1.110391	-5.9859	0.443542	ECs4950	hypothetical protein
1765112_at	0.742274	2.92e-01	1.110296	-5.986	0.385795	ECs1243	hypothetical protein
1767021_s_at	0.742274	2.93e-01	-1.109812	-5.9865	-0.399131	ybjL///Z1074///ybjL///ECs0927	hypothetical protein///hypothetical protein///putative transporter///hypothetical protein
1762991_s_at	0.742274	2.93e-01	-1.109758	-5.9866	-0.282057		
1763662_at	0.742274	2.93e-01	-1.109581	-5.9867	-0.365327	c1271	hypothetical protein
1760613_s_at	0.742274	2.93e-01	1.109399	-5.9869	0.472802	ccmH///ccmH	cytochrome c-type biogenesis protein ccmH///heme lyase, CcmH subunit
1767386_at	0.742274	2.93e-01	1.109312	-5.987	0.268104	gtrS	serotype-specific glucosyl transferase, CPS-53 (KpLE1) prophage
1768776_s_at	0.742274	2.93e-01	-1.109227	-5.9871	-0.25669		
1769250_s_at	0.742274	2.93e-01	1.109089	-5.9873	0.335977		
1761893_at	0.742274	2.93e-01	1.108831	-5.9875	0.343764	osmF	putative ABC transporter periplasmic binding protein
1764863_s_at	0.742274	2.93e-01	1.108718	-5.9877	0.328493	torS///ECs1148	hybrid sensory histidine kinase TorS///hybrid sensory histidine kinase TorS
1768918_at	0.742274	2.93e-01	-1.108583	-5.9878	-0.266552	yihV	sugar kinase yihV
1765888_s_at	0.742274	2.93e-01	1.108569	-5.9878	0.372543	exoU///Z1324///ECs2771///ECs1057	exodeoxyribonuclease VIII///exodeoxyribonuclease VIII///hypothetical protein///hypothetical protein
1761391_s_at	0.742274	2.93e-01	1.108547	-5.9879	0.498863	Z4966///ECs4427	fimbrial protein///fimbrial protein
1767212_s_at	0.742274	2.93e-01	1.108406	-5.988	0.239909	ybjO///ybjO///ybjO///ECs0938	hypothetical protein///hypothetical protein///DUF2593 family inner membrane protein///hypothetical protein
1763813_s_at	0.742474	2.93e-01	1.10793	-5.9885	0.321851	Z5117///ECs4566	hypothetical protein///hypothetical protein
1764289_s_at	0.742474	2.93e-01	1.107797	-5.9886	0.26348	Z2969///ECs2620	hypothetical protein///transcriptional regulator
1764130_s_at	0.742474	2.93e-01	1.107657	-5.9888	0.231225		
1762014_s_at	0.742474	2.93e-01	-1.107502	-5.989	-0.683216	ydcF///ydcF	hypothetical protein///DUF218 superfamily protein, SAM-binding
1767875_s_at	0.74281	2.94e-01	1.106924	-5.9896	0.49084	Z4330///ECs3859	transposase///hypothetical protein
1763390_s_at	0.74281	2.94e-01	1.106822	-5.9897	0.417341	Z3401///preT///ECs3038	oxidoreductase///dihydropyrimidine dehydrogenase, NADH-dependent, subunit N///oxidoreductase
1761936_s_at	0.74281	2.94e-01	1.106609	-5.9899	0.351719	espD///ECs4555	hypothetical protein///protein EspD
1766254_x_at	0.74281	2.94e-01	-1.106468	-5.9901	-0.314622	ECs0808	hypothetical protein
1759378_s_at	0.742893	2.94e-01	1.10621	-5.9903	0.303638	ECs5420///Z1839	hypothetical protein///hypothetical protein
1766045_s_at	0.742949	2.94e-01	1.105832	-5.9907	0.253494	Z5335///ECs4747	hypothetical protein///hypothetical protein
1767300_at	0.742949	2.94e-01	1.10563	-5.991	0.397775		
1768433_at	0.742949	2.94e-01	1.105402	-5.9912	0.309369	essD	DLP12 prophage; putative phage lysis protein
1761587_s_at	0.742949	2.94e-01	1.105285	-5.9913	0.341362	espF///ECs4550	hypothetical protein///protein EspF
1765167_s_at	0.742949	2.94e-01	-1.105267	-5.9913	-0.359865	yiiU///yiiU///zapB///ECs4853	hypothetical protein///hypothetical protein///FtsZ stabilizer, septal ring assembly factor, cell division stimulator///hypothetical protein
1764868_s_at	0.743201	2.95e-01	1.104842	-5.9918	0.259106	ECs1534	endopeptidase
1765442_s_at	0.743201	2.95e-01	-1.104652	-5.992	-0.32983	Z3074///Z2340///Z2147///Z1918///Z1382///Z3309///stfR///ECs2231///ECs2159///ECs2941///ECs1650///ECs2717///ECs1123	tail fiber protein of prophage CP-933U///tail fiber protein encoded by prophage CP-933R///tail fiber protein of prophage CP-933O///membrane protein of prophage CP-933X///tail component encoded by cryptic prophage CP-933M; partial///tail fiber protein encoded within prophage CP-933V///Rac prophage; putative tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein
1768326_s_at	0.743201	2.95e-01	1.104492	-5.9922	0.25875	ydeI///ydeI///ECs2145	hypothetical protein///hydrogen peroxide resistance OB fold protein; putative periplasmic protein///hypothetical protein
1766517_s_at	0.743348	2.95e-01	1.104173	-5.9925	0.35502	sfmA///sfmA///ECs0592	fimbrial-like protein///FimA homolog, function unknown///fimbrial-like protein
1761915_s_at	0.743369	2.95e-01	1.103647	-5.9931	0.221604	ymdC///ymdC///clsC///ECs1424	hypothetical protein///synthase///stationary phase cardiolipin synthase 3///synthase
1768695_at	0.743369	2.95e-01	1.103226	-5.9935	0.386029	yadV	putative periplasmic pilin chaperone
1767462_at	0.743369	2.95e-01	1.10321	-5.9935	0.262972	symE	toxic peptide regulated by antisense sRNA symR
1769218_s_at	0.743369	2.95e-01	1.103199	-5.9935	0.668143	c3935	hypothetical protein
1764220_s_at	0.743369	2.95e-01	1.103137	-5.9936	0.230525		
1765676_at	0.743369	2.95e-01	1.102869	-5.9939	0.376737	hypF	hydrogenase maturation protein hypF
1759742_at	0.743369	2.96e-01	1.102515	-5.9943	0.327634	Z4851	hypothetical protein
1763044_at	0.743369	2.96e-01	1.102391	-5.9944	0.389978	ECs1643	tail length tape measure protein
1759552_s_at	0.743369	2.96e-01	1.10184	-5.995	0.430123	maf///maf///yhdE///maf	Maf-like protein///Maf-like protein///dTTP/UTP pyrophosphatase; m(5)UTP/m(5)CTP/pseudo-UTP pyrophosphatase///Maf-like protein
1763177_at	0.743369	2.96e-01	1.101732	-5.9951	0.385974	yfjL	CP4-57 putative defective prophage, DUF4297/DUF1837 polymorphic toxin family protein
1767106_s_at	0.743369	2.96e-01	1.101718	-5.9951	0.440469		
1768417_at	0.743369	2.96e-01	-1.101683	-5.9951	-0.349079	c2925	PTS system IIC component ypdG
1766151_s_at	0.743369	2.96e-01	1.101673	-5.9952	0.210774	Z5893///ECs5255	hypothetical protein///hypothetical protein
1765723_s_at	0.743369	2.96e-01	1.101307	-5.9955	0.400526	Z3088///ECs2953	tail fiber component U of prophage CP-933U///minor tail protein U
1764660_s_at	0.743369	2.96e-01	1.101273	-5.9956	1.12374	ygjG///c3827///ygjG///ECs3955	putrescine--2-oxoglutarate aminotransferase///hypothetical protein///putrescine--2-oxoglutarate aminotransferase///putrescine--2-oxoglutarate aminotransferase
1769095_s_at	0.743369	2.96e-01	1.101207	-5.9956	0.453273	chpB///chpB///ECs5203	toxin ChpB///toxin of the ChpB-ChpS toxin-antitoxin system///toxin ChpB
1765525_at	0.743369	2.96e-01	-1.101138	-5.9957	-0.429144	c1289	hypothetical protein
1767429_at	0.743442	2.96e-01	-1.100685	-5.9962	-0.367393	c5211	hypothetical protein
1760300_s_at	0.743442	2.96e-01	1.100539	-5.9964	0.276443	Z2264///yncH///ECs2059	hypothetical protein///IPR020099 family protein///hypothetical protein
1759525_at	0.743442	2.96e-01	1.10025	-5.9967	0.251926		
1764583_s_at	0.743442	2.97e-01	1.099315	-5.9976	0.373825	Z1875///ECs1621	holin protein of prophage CP-933X///holin
1761927_s_at	0.743442	2.97e-01	1.099289	-5.9977	0.477623	Z2119///ECs1094	hypothetical protein///hypothetical protein
1767320_s_at	0.743442	2.97e-01	-1.099283	-5.9977	-0.256552		
1759220_s_at	0.743442	2.97e-01	-1.099173	-5.9978	-0.229129		
1768047_s_at	0.743442	2.97e-01	1.099154	-5.9978	0.327548	c2059///Z2694///ydhR///ECs2374	hypothetical protein///hypothetical protein///putative monooxygenase///hypothetical protein
1761249_s_at	0.743442	2.97e-01	1.098705	-5.9983	0.576804	uvrY///uvrY///uvrY///ECs2652	response regulator///response regulator///response regulator in two-component regulatory system with BarA///response regulator
1762566_s_at	0.743442	2.97e-01	-1.098688	-5.9983	-0.349764	ydcP///ydcP///ydcP///ECs2039	protease ydcP///collagenase///putative peptidase///collagenase
1764826_s_at	0.743442	2.97e-01	-1.098652	-5.9984	-0.31585	tatE///tatE///tatE///tatE	twin arginine translocase protein E///twin arginine translocase E///TatABCE protein translocation system subunit///twin arginine translocase E
1761388_s_at	0.743442	2.97e-01	1.098649	-5.9984	1.000154	bioB///bioB///bioB///ECs0853	biotin synthase///biotin synthase///biotin synthase///biotin synthase
1766314_s_at	0.743442	2.97e-01	-1.098263	-5.9988	-0.661948	ygiN///ygiN///ygiN///ECs3911	hypothetical protein///hypothetical protein///quinol monooxygenase///hypothetical protein
1766736_s_at	0.743442	2.97e-01	1.098026	-5.999	0.281898	pmbA///pmbA///ECs5212	peptidase PmbA///putative antibiotic peptide MccB17 maturation peptidase///peptidase PmbA
1765771_x_at	0.743442	2.97e-01	1.097961	-5.9991	0.354952	ECs4538	hypothetical protein
1762195_s_at	0.743442	2.97e-01	1.097907	-5.9991	0.242041		
1766348_at	0.743442	2.97e-01	1.097864	-5.9992	0.421742	ECs4987	hypothetical protein
1761860_s_at	0.743442	2.98e-01	1.097745	-5.9993	0.404501	yagR///paoC///ECs0314	hypothetical protein///PaoABC aldehyde oxidoreductase, Moco-containing subunit///hypothetical protein
1762335_s_at	0.743442	2.98e-01	1.097709	-5.9993	0.359242	gltS///gltS///ECs4529	glutamate transport///glutamate transporter///glutamate transport protein
1765581_at	0.743499	2.98e-01	1.097478	-5.9996	0.443084	ycaK	putative NAD(P)H-dependent oxidoreductase
1759122_s_at	0.743577	2.98e-01	-1.097227	-5.9999	-0.774529	thrA///thrA///thrA///thrA	bifunctional aspartokinase I/homoserine dehydrogenase I///bifunctional aspartokinase I/homoserine dehydrogenase I///Bifunctional aspartokinase/homoserine dehydrogenase 1///bifunctional aspartokinase I/homoserine dehydrogenase I
1767206_at	0.743678	2.98e-01	1.096939	-6.0002	1.135348	iroD	ferric enterochelin esterase
1761903_s_at	0.743678	2.98e-01	1.096709	-6.0004	0.214718		
1764817_at	0.743678	2.98e-01	-1.096601	-6.0005	-0.434715	nanT	sialic acid transporter
1761021_s_at	0.743708	2.98e-01	1.096395	-6.0007	0.427921	ybgO///ECs0741	hypothetical protein///hypothetical protein
1768070_s_at	0.74379	2.98e-01	1.096082	-6.0011	0.50263	Z0971///ECs0833	tail component of prophage CP-933K///minor tail protein
1767061_s_at	0.74379	2.98e-01	-1.095964	-6.0012	-0.425723		
1762204_s_at	0.743809	2.98e-01	1.095651	-6.0015	0.562382	ykfH	uncharacterized protein
1759683_s_at	0.743809	2.98e-01	-1.095594	-6.0016	-0.503506	yrdA///Z4650///yrdA///ECs4145	hypothetical protein///transferase///bacterial transferase hexapeptide domain protein///transferase
1760441_s_at	0.743997	2.99e-01	-1.095076	-6.0021	-0.426517		
1761960_s_at	0.743997	2.99e-01	1.095061	-6.0021	0.306469	Z5151///ECs4598	hypothetical protein///DNA-binding protein
1761292_s_at	0.744006	2.99e-01	1.094713	-6.0025	0.317659		
1760487_s_at	0.744006	2.99e-01	1.094662	-6.0026	0.29353		
1760783_s_at	0.744006	2.99e-01	-1.094433	-6.0028	-0.55819	tdh///tdh///tdh	L-threonine 3-dehydrogenase///L-threonine 3-dehydrogenase///L-threonine 3-dehydrogenase
1769244_at	0.744006	2.99e-01	1.093841	-6.0034	0.403858		
1765401_s_at	0.744006	2.99e-01	1.093343	-6.004	0.332067	Z3609///ECs3228	hypothetical protein///hypothetical protein
1768458_at	0.744006	3.00e-01	1.092759	-6.0046	0.521083	c1270	hypothetical protein
1759907_s_at	0.744006	3.00e-01	-1.092706	-6.0046	-0.885223	pyrD///pyrD	dihydroorotate dehydrogenase 2///dihydro-orotate oxidase, FMN-linked
1766868_s_at	0.744006	3.00e-01	-1.092663	-6.0047	-0.62068	sucA///sucA///sucA///sucA	2-oxoglutarate dehydrogenase E1///2-oxoglutarate dehydrogenase E1///2-oxoglutarate decarboxylase, thiamine triphosphate-binding///2-oxoglutarate dehydrogenase subunit E1
1761111_s_at	0.744006	3.00e-01	1.092294	-6.0051	0.398178	Z2386///ECs1955	hypothetical protein///hypothetical protein
1761562_at	0.744006	3.00e-01	1.092282	-6.0051	0.366302	dicC	Qin prophage; DNA-binding transcriptional regulator for DicB
1763780_s_at	0.744006	3.00e-01	1.092124	-6.0052	0.303415	ECs5428///Z6075///Z2043///ECs2283	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1766340_at	0.744006	3.00e-01	-1.092007	-6.0054	-0.310062	c5040	c4-dicarboxylate transport transcriptional regulatory protein
1765422_at	0.744006	3.00e-01	1.091633	-6.0058	0.390924	yfcO	DUF2544 family putative outer membrane protein
1764405_s_at	0.744006	3.00e-01	-1.09155	-6.0058	-0.422133	ybfN///ybfN///chiQ///ECs0713	lipoprotein ybfN///hypothetical protein///chitosugar-induced verified lipoprotein///hypothetical protein
1766159_s_at	0.744006	3.00e-01	1.091468	-6.0059	0.413142		
1767869_s_at	0.744006	3.00e-01	1.091414	-6.006	0.364562		
