ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1764514_s_at	2.85e-01	1.27e-01	1.64	-5.67444	0.163905	aroE///aroE///ydiB///aroE	quinate/shikimate dehydrogenase///quinate/shikimate dehydrogenase///quinate/shikimate 5-dehydrogenase, NAD(P)-binding///quinate/shikimate dehydrogenase
1768785_s_at	2.85e-01	1.27e-01	1.64	-5.67448	0.227493	c2987///Z3718///eutS///ECs3324	ethanolamine utilization protein EutS///hypothetical protein///putative ethanol utilization carboxysome structural protein///hypothetical protein
1762363_at	2.85e-01	1.27e-01	1.64	-5.67452	0.209631	malS	alpha-amylase
1765291_s_at	2.85e-01	1.27e-01	1.64	-5.67452	0.175753	c0285///c2522///Z1653///Z1213///ECs2797///ECs1398	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1760651_s_at	2.85e-01	1.27e-01	1.64	-5.67514	0.244523	Z2542///ECs1840	hypothetical protein///hypothetical protein
1769028_s_at	2.85e-01	1.27e-01	-1.64	-5.67519	-0.148729	yliA///Z1053///gsiA///ECs0908	glutathione transporter ATP-binding protein///glutathione transporter ATP-binding protein///glutathione ABC transporter ATPase///glutathione transporter ATP-binding protein
1768376_s_at	2.85e-01	1.27e-01	1.64	-5.67538	0.199802	Z5415///ECs4801	hypothetical protein///hypothetical protein
1767050_s_at	2.85e-01	1.27e-01	1.64	-5.67579	0.239608		
1765137_at	2.85e-01	1.27e-01	1.64	-5.67591	0.177107	paaH	3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent
1759840_at	2.85e-01	1.27e-01	1.64	-5.67611	0.148263	ygaM	hypothetical protein
1765158_s_at	2.85e-01	1.27e-01	1.64	-5.67624	0.173979		
1764040_at	2.85e-01	1.27e-01	1.64	-5.67628	0.175413	yheT	hydrolase
1760933_at	2.85e-01	1.27e-01	-1.64	-5.67658	-0.199477	c5129	hypothetical protein
1761152_s_at	2.85e-01	1.27e-01	-1.64	-5.67753	-0.140741	fdx///fdx///fdx///ECs3391	(2Fe-2S) ferredoxin///[2FE-2S] ferredoxin, electron carrer protein///[2Fe-2S] ferredoxin///[2FE-2S] ferredoxin
1765197_s_at	2.85e-01	1.27e-01	1.64	-5.67775	0.222974	ybdN///ybdN///ECs0641	hypothetical protein///PAPS reductase-like domain protein///hypothetical protein
1766886_at	2.85e-01	1.27e-01	1.64	-5.67796	0.191837	Z6011	hypothetical protein
1766410_s_at	2.86e-01	1.28e-01	1.64	-5.67854	0.138424		
1759639_s_at	2.86e-01	1.28e-01	1.64	-5.6786	0.189396		
1767572_s_at	2.86e-01	1.28e-01	1.63	-5.67911	0.229089	ybjJ///Z1072///ybjJ///ECs0925	hypothetical protein///DEOR-type transcriptional regulator///putative drug efflux MFS transporter, inner membrane protein///DeoR family transcriptional regulator
1765478_s_at	2.86e-01	1.28e-01	1.63	-5.67932	0.261497	Z1768///ECs1504	hypothetical protein///hypothetical protein
1763771_s_at	2.86e-01	1.28e-01	1.63	-5.68013	0.321554		
1765277_s_at	2.86e-01	1.28e-01	-1.63	-5.68061	-0.200084	hemG///hemG///hemG///hemG	protoporphyrinogen oxidase///protoporphyrinogen oxidase///protoporphyrin oxidase, flavoprotein///protoporphyrinogen oxidase
1761105_s_at	2.86e-01	1.28e-01	1.63	-5.68093	0.171463	dedA///dedA///dedA///ECs3201	hypothetical protein///hypothetical protein///DedA family inner membrane protein///hypothetical protein
1761880_s_at	2.86e-01	1.28e-01	-1.63	-5.68232	-0.209928	yjjV///yjjV///yjjV///ECs5336	putative DNase///deoxyribonuclease YjjV///hypothetical protein///hypothetical protein
1762271_s_at	2.87e-01	1.28e-01	1.63	-5.68378	0.181707	uhpC///uhpC///uhpC///ECs4604	regulatory protein UhpC///regulatory protein UhpC///membrane protein regulates uhpT expression///regulatory protein UhpC
1763895_s_at	2.87e-01	1.28e-01	-1.63	-5.68395	-0.224326	c3154	tail component of prophage
1762736_s_at	2.87e-01	1.28e-01	-1.63	-5.68398	-0.620405	glnK///glnK///glnK///ECs0504	nitrogen regulatory protein P-II 2///nitrogen regulatory protein P-II 2///nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB///nitrogen regulatory protein P-II 2
1764130_s_at	2.87e-01	1.28e-01	1.63	-5.684	0.152478		
1764685_s_at	2.87e-01	1.28e-01	1.63	-5.68444	0.192498		
1764448_s_at	2.87e-01	1.28e-01	1.63	-5.68477	0.287717		
1765160_s_at	2.87e-01	1.29e-01	1.63	-5.68552	0.240134	Z3127///ECs2767	hypothetical protein///hypothetical protein
1760325_at	2.87e-01	1.29e-01	-1.63	-5.68577	-0.277557	c3680	hypothetical protein
1760706_s_at	2.87e-01	1.29e-01	1.63	-5.68603	0.156143	Z2340///Z1483///Z3307///ECs2231///ECs1992///ECs2941///ECs1228	tail fiber protein encoded by prophage CP-933R///tail fiber protein of bacteriophage BP-933W///tail fiber protein encoded within prophage CP-933V///tail fiber protein///tail fiber protein///tail fiber protein///tail fiber protein
1759993_s_at	2.87e-01	1.29e-01	1.63	-5.68632	0.162285	wcaH///wcaH///wcaH///ECs2856	GDP-mannose mannosyl hydrolase///GDP-mannose mannosyl hydrolase///GDP-mannose mannosyl hydrolase///GDP-mannose mannosyl hydrolase
1766375_at	2.87e-01	1.29e-01	-1.63	-5.68706	-0.223143	eaeH	adhesin
1769122_at	2.87e-01	1.29e-01	-1.63	-5.68761	-0.225303	c4434	hypothetical protein
1766979_at	2.87e-01	1.29e-01	-1.63	-5.68797	-0.18937	valS	valyl-tRNA synthetase
1764674_s_at	2.87e-01	1.29e-01	1.63	-5.6884	0.132428		
1764913_s_at	2.88e-01	1.29e-01	1.63	-5.68868	0.169932		
1759158_s_at	2.88e-01	1.29e-01	1.63	-5.6893	0.192477	stx1B///ECs2973	shiga-like toxin 1 subunit B encoded within prophage CP-933V///Shiga toxin I subunit B
1764981_s_at	2.88e-01	1.29e-01	1.63	-5.68947	0.288501	Z0251///ECs0220	hypothetical protein///hypothetical protein
1767089_s_at	2.88e-01	1.29e-01	-1.63	-5.68984	-0.312244		
1766272_s_at	2.88e-01	1.29e-01	1.63	-5.69061	0.170028		
1768874_s_at	2.88e-01	1.29e-01	-1.63	-5.69085	-0.195352	c1801///Z2442///ycjY///ECs1909	hypothetical protein///hypothetical protein///S9 homolog non-peptidase family protein///hypothetical protein
1763456_s_at	2.88e-01	1.30e-01	1.63	-5.69187	0.241479	rrsH///rrsC///rrsA///rrsB///rrsG///rrsH///rrsH///rrsD///rrsC///rrsA///rrsB///rrsE///rrsH	16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA of rrnH operon///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA///16S ribosomal RNA
1765363_s_at	2.88e-01	1.30e-01	-1.63	-5.69264	-0.212995	c1657///Z1970///dhaL///ECs1704	dihydroxyacetone kinase subunit DhaL///dihydroxyacetone kinase subunit DhaL///dihydroxyacetone kinase, C-terminal domain///dihydroxyacetone kinase subunit DhaL
1762261_s_at	2.88e-01	1.30e-01	1.63	-5.69301	0.216245	afuA///ECs0415	periplasmic ferric iron-binding protein///periplasmic-iron-binding protein
1763966_s_at	2.89e-01	1.30e-01	1.62	-5.69377	0.218467		
1761825_at	2.89e-01	1.30e-01	1.62	-5.69426	0.190264	c1191	hypothetical protein
1760417_s_at	2.89e-01	1.30e-01	1.62	-5.69436	0.182648	ygbA///ygbA///ygbA///ECs3588	hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein
1767948_s_at	2.89e-01	1.30e-01	1.62	-5.6945	0.186326	ydaM///Z2421///ydaM///ECs1925	hypothetical protein///hypothetical protein///diguanylate cyclase, csgD regulator///hypothetical protein
1764687_s_at	2.89e-01	1.30e-01	-1.62	-5.69459	-0.141035		
1766194_s_at	2.89e-01	1.30e-01	1.62	-5.69482	0.168906	mrdB///mrdB///ECs0672	cell wall shape-determining protein///cell wall shape-determining protein///cell wall shape-determining protein
1761621_s_at	2.89e-01	1.30e-01	1.62	-5.69493	0.169922	prlC///prlC///ECs4370	oligopeptidase A///oligopeptidase A///oligopeptidase A
1761316_at	2.89e-01	1.30e-01	-1.62	-5.69518	-0.190194	yieK	6-phosphogluconolactonase
1763257_s_at	2.89e-01	1.30e-01	-1.62	-5.69605	-0.20857	yhiF///yhiF///dctR///ECs4378	transcriptional regulator YhiF///hypothetical protein///Putative LuxR family repressor for dicarboxylate transport///hypothetical protein
1768410_s_at	2.89e-01	1.30e-01	1.62	-5.69641	0.204293	ybfC///ybfC///ECs0730	hypothetical protein///putative secreted protein///hypothetical protein
1763642_s_at	2.89e-01	1.30e-01	-1.62	-5.69731	-0.17525	dctA///dctA///dctA///ECs4408	C4-dicarboxylate transporter DctA///C4-dicarboxylate transporter DctA///C4-dicarboxylic acid, orotate and citrate transporter///C4-dicarboxylate transporter DctA
1768260_s_at	2.89e-01	1.30e-01	-1.62	-5.69735	-0.177757	bisC///bisC///bisC///ECs4436	biotin sulfoxide reductase///biotin sulfoxide reductase///biotin sulfoxide reductase///biotin sulfoxide reductase
1761210_s_at	2.89e-01	1.30e-01	-1.62	-5.69756	-0.314631	tdk///tdk///tdk///ECs1740	thymidine kinase///thymidine kinase///thymidine kinase/deoxyuridine kinase///thymidine kinase
1768501_s_at	2.89e-01	1.30e-01	1.62	-5.69761	0.226578	fepE///fepE///ECs0626	ferric enterobactin transport protein FepE///regulator of length of O-antigen component of lipopolysaccharide chains///ferric enterobactin transport protein FepE
1761324_at	2.89e-01	1.30e-01	1.62	-5.69788	0.222355	gtrA	CPS-53 (KpLE1) prophage; bactoprenol-linked glucose translocase/flippase
1759922_s_at	2.89e-01	1.30e-01	-1.62	-5.69789	-0.225384	mraY///mraY///mraY///mraY	phospho-N-acetylmuramoyl-pentapeptide-transferase///phospho-N-acetylmuramoyl-pentapeptide-transferase///phospho-N-acetylmuramoyl-pentapeptide transferase///phospho-N-acetylmuramoyl-pentapeptide-transferase
1767037_at	2.89e-01	1.31e-01	1.62	-5.69871	0.220633	trkG	Rac prophage; potassium transporter subunit
1763866_at	2.89e-01	1.31e-01	1.62	-5.69943	0.175805	waaB	lipopolysaccharide 1,6-galactosyltransferase; UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase
1760734_s_at	2.89e-01	1.31e-01	1.62	-5.69946	0.308058		
1768867_s_at	2.89e-01	1.31e-01	-1.62	-5.69955	-0.149154	rpsM///rpsM///rpsM///rpsM	30S ribosomal protein S13///30S ribosomal protein S13///30S ribosomal subunit protein S13///30S ribosomal protein S13
1760449_at	2.90e-01	1.31e-01	1.62	-5.70129	0.196183	yfeS	WGR domain protein
1763691_at	2.90e-01	1.31e-01	1.62	-5.70216	0.234271	c4398	hypothetical protein
1768782_at	2.90e-01	1.31e-01	-1.62	-5.7024	-0.205789	yggW	coproporphyrinogen III oxidase
1763048_s_at	2.90e-01	1.31e-01	1.62	-5.70315	0.209984	waaJ///ECs4502	LPS biosynthesis rpteon///UDP-glucose:(galactosyl) LPS alpha1,2-glucosyltransferase
1762221_s_at	2.90e-01	1.31e-01	-1.62	-5.70318	-0.246647	phoB///phoB///phoB///ECs0449	transcriptional regulator PhoB///transcriptional regulator PhoB///response regulator in two-component regulatory system with PhoR///transcriptional regulator PhoB
1767140_at	2.90e-01	1.31e-01	1.62	-5.70323	0.201401	dsdC	dsd operon activator; autorepressor
1764579_s_at	2.90e-01	1.31e-01	-1.62	-5.70421	-0.30786	wzxE///wzxE	WzxE protein///O-antigen translocase
1764231_at	2.90e-01	1.31e-01	1.62	-5.70461	0.174898		
1765140_at	2.90e-01	1.31e-01	1.62	-5.70474	0.133851		
1763069_s_at	2.90e-01	1.31e-01	-1.62	-5.70487	-0.21206	manY///manY///manY///ECs2528	PTS system, mannose-specific IIC component///PTS enzyme IIC, mannose-specific///mannose-specific enzyme IIC component of PTS///mannose-specific PTS enzyme IIC
1761192_at	2.90e-01	1.31e-01	-1.62	-5.70488	-0.218909	gipA	Peyer's patch-specific virulence factor GipA
1768906_s_at	2.90e-01	1.31e-01	1.62	-5.70488	0.196981		
1764637_s_at	2.90e-01	1.31e-01	-1.62	-5.70493	-0.217582	engB///engB///yihA///engB	ribosome biogenesis GTP-binding protein YsxC///ribosome biogenesis GTP-binding protein YsxC///cell division GTP-binding protein///ribosome biogenesis GTP-binding protein YsxC
1763238_s_at	2.90e-01	1.31e-01	1.62	-5.70498	0.206707	Z3912///ratA///ECs3481	hypothetical protein///toxic UPF0083 family protein inhibitor of 70S ribosome formation///hypothetical protein
1761080_x_at	2.90e-01	1.31e-01	-1.62	-5.70499	-0.650097	pheL	pheA gene leader peptide
1767509_s_at	2.90e-01	1.31e-01	-1.62	-5.70502	-0.160305	hemE///hemE///hemE///hemE	uroporphyrinogen decarboxylase///uroporphyrinogen decarboxylase///uroporphyrinogen decarboxylase///uroporphyrinogen decarboxylase
1768340_s_at	2.90e-01	1.32e-01	1.62	-5.70573	0.172085	yoaE///yoaE///yoaE///ECs2525	hypothetical protein///transporter///putative membrane protein/conserved protein///transporter
1766455_s_at	2.91e-01	1.32e-01	1.62	-5.70665	0.18576		
1763978_s_at	2.91e-01	1.32e-01	1.62	-5.70672	0.211148		
1762032_s_at	2.91e-01	1.32e-01	1.62	-5.70688	0.263304	yghQ///yghQ	hypothetical protein///putative inner membrane polysaccharide flippase
1768089_at	2.91e-01	1.32e-01	1.62	-5.70732	0.19173	c3752	hypothetical protein
1761659_s_at	2.91e-01	1.32e-01	-1.61	-5.70749	-0.20165	araB///araB///araB///ECs0067	ribulokinase///ribulokinase///L-ribulokinase///ribulokinase
1768283_at	2.91e-01	1.32e-01	-1.61	-5.7085	-0.230991	c1501	hypothetical protein
1759752_s_at	2.91e-01	1.32e-01	-1.61	-5.70873	-0.236286	gnd///gnd	6-phosphogluconate dehydrogenase///6-phosphogluconate dehydrogenase, decarboxylating
1761236_s_at	2.91e-01	1.32e-01	-1.61	-5.70882	-0.205724	nrfD///nrfD///nrfD///ECs5055	NrfD protein///formate-dependent nitrate reductase complex; transmembrane protein///formate-dependent nitrite reductase, membrane subunit///hypothetical protein
1759865_s_at	2.91e-01	1.32e-01	-1.61	-5.70896	-0.220837	atpE///atpE///atpE///ECs4679	ATP synthase F0F1 subunit C///ATP synthase F0F1 subunit C///F0 sector of membrane-bound ATP synthase, subunit c///ATP synthase F0F1 subunit C
1759681_s_at	2.91e-01	1.32e-01	1.61	-5.70927	0.162216		
1768152_at	2.91e-01	1.32e-01	1.61	-5.70981	0.163113	yehZ	hypothetical protein
1764366_at	2.91e-01	1.32e-01	1.61	-5.71004	0.209779	ybbC	putative immunity protein
1762148_s_at	2.91e-01	1.32e-01	-1.61	-5.71004	-0.194797	yhiP///yhiP///dtpB///ECs4368	inner membrane transporter YhiP///inner membrane transporter YhiP///dipeptide and tripeptide permease B///inner membrane transporter YhiP
1768805_s_at	2.91e-01	1.32e-01	1.61	-5.71027	0.209738	ECs5413///Z1592///Z1153	hypothetical protein///hypothetical protein///hypothetical protein
1762392_s_at	2.91e-01	1.32e-01	-1.61	-5.71042	-0.196135	lpdA///lpdA///lpd///lpdA	dihydrolipoamide dehydrogenase///dihydrolipoamide dehydrogenase///dihydrolipoyl dehydrogenase; E3 component of pyruvate and 2-oxoglutarate dehydrogenases complexes; glycine cleavage system L protein; dihydrolipoamide dehydrogenase///dihydrolipoamide dehydrogenase
1764470_s_at	2.91e-01	1.32e-01	-1.61	-5.71114	-0.228138	yaiA///yaiA///yaiA///ECs0439	hypothetical protein///hypothetical protein///OxyR-regulated conserved protein///hypothetical protein
1768072_at	2.91e-01	1.32e-01	1.61	-5.7113	0.165494	ycgH	pseudo
1766348_at	2.91e-01	1.32e-01	1.61	-5.71136	0.210366	ECs4987	hypothetical protein
1763401_at	2.91e-01	1.32e-01	1.61	-5.71145	0.185546		
1766480_s_at	2.91e-01	1.33e-01	1.61	-5.71259	0.165305	yfdY///Z3642///yfdY///ECs3257	hypothetical protein///hypothetical protein///DUF2545 family putative inner membrane protein///hypothetical protein
1761045_s_at	2.92e-01	1.33e-01	1.61	-5.71336	0.188289	c1824	hypothetical protein
1762178_s_at	2.92e-01	1.33e-01	-1.61	-5.71427	-0.236107	ynfB///Z2570///ynfB///ECs2289	hypothetical protein///hypothetical protein///UPF0482 family putative periplasmic protein///hypothetical protein
1759915_at	2.92e-01	1.33e-01	1.61	-5.71445	0.162092	erm(A)	macrolide resistance
1766356_s_at	2.92e-01	1.33e-01	1.61	-5.7146	0.224566	Z3947///ECs3514	hypothetical protein///hypothetical protein
1767305_at	2.92e-01	1.33e-01	1.61	-5.715	0.160824		
1759377_s_at	2.92e-01	1.33e-01	1.61	-5.71502	0.232346		
1765402_s_at	2.92e-01	1.33e-01	1.61	-5.71524	0.21081	ycjN///ycjN	ABC transporter periplasmic-binding protein///putative ABC sugar transporter periplasmic binding protein
1761012_at	2.92e-01	1.33e-01	1.61	-5.7155	0.226828	c4538	pyruvate formate-lyase 3 activating enzyme
1760106_at	2.92e-01	1.33e-01	1.61	-5.71632	0.178016	c4776	hypothetical protein
1763667_at	2.92e-01	1.33e-01	1.61	-5.71643	0.252603	c1436	lysozyme from lambdoid prophage Qin
1760865_s_at	2.92e-01	1.33e-01	1.61	-5.71698	0.232293		
1769006_s_at	2.92e-01	1.33e-01	-1.61	-5.71707	-0.183242		
1764885_s_at	2.92e-01	1.33e-01	1.61	-5.71756	0.210071		
1764114_at	2.92e-01	1.33e-01	1.61	-5.71795	0.192205	glcB	malate synthase G
1759535_at	2.92e-01	1.34e-01	-1.61	-5.7185	-0.370618	papA	PapA protein
1766756_s_at	2.92e-01	1.34e-01	1.61	-5.71873	0.213615		
1759679_s_at	2.93e-01	1.34e-01	-1.61	-5.71902	-0.263931		
1762757_s_at	2.93e-01	1.34e-01	-1.61	-5.71923	-0.143268	pal///pal///pal///ECs0776	peptidoglycan-associated outer membrane lipoprotein///peptidoglycan-associated outer membrane lipoprotein///peptidoglycan-associated outer membrane lipoprotein///peptidoglycan-associated outer membrane lipoprotein
1763342_at	2.93e-01	1.34e-01	1.61	-5.71957	0.196672	betB	betaine aldehyde dehydrogenase, NAD-dependent
1759615_s_at	2.93e-01	1.34e-01	-1.61	-5.71993	-0.180947	murF///murF///murF///murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase///UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase///UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase///UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
1760406_s_at	2.93e-01	1.34e-01	1.61	-5.71999	0.148261		
1761265_s_at	2.93e-01	1.34e-01	1.61	-5.72132	0.170535	c1190///Z4862///ECs4337	hypothetical protein///hypothetical protein///lipoprotein
1764356_at	2.93e-01	1.34e-01	1.61	-5.72135	0.250473	gspK	general secretory pathway component, cryptic
1760016_s_at	2.93e-01	1.34e-01	-1.61	-5.72163	-0.19379	yecI///yecI///ftnB///ECs2610	ferritin///ferritin///ferritin B, putative ferrous iron reservoir///ferritin
1764843_at	2.93e-01	1.34e-01	1.60	-5.72172	0.150465	c1171	hypothetical protein
1760251_s_at	2.93e-01	1.34e-01	1.60	-5.72204	0.178275	fixB///fixB///fixB	electron transfer flavoprotein FixB///putative electron transfer flavoprotein, NAD/FAD-binding domain and ETFP adenine nucleotide-binding domain-like protein///electron transfer flavoprotein FixB
1761488_at	2.93e-01	1.34e-01	-1.60	-5.72295	-0.20608	c4581	hypothetical protein
1766168_s_at	2.93e-01	1.34e-01	-1.60	-5.72325	-0.241314	ylcE///Z1926///tfaX///ECs1657	hypothetical protein///hypothetical protein///pseudo///hypothetical protein
1761444_at	2.93e-01	1.34e-01	-1.60	-5.72334	-0.368892	fhlA	formate hydrogenlyase transcriptional activator
1762004_s_at	2.93e-01	1.34e-01	1.60	-5.72347	0.161771	frvB///frvB///ECs4825	PTS system transporter subunits IIBC///putative PTS enzyme, IIB component/IIC component///PTS system transporter subunits IIBC
1763931_s_at	2.93e-01	1.34e-01	-1.60	-5.72351	-0.176132	inaA///inaA///inaA///ECs3120	hypothetical protein///hypothetical protein///acid-inducible Kdo/WaaP family putative kinase///hypothetical protein
1769246_s_at	2.93e-01	1.34e-01	1.60	-5.72367	0.368546	Z5163///ECs4610	hypothetical protein///hypothetical protein
1762348_at	2.93e-01	1.34e-01	-1.60	-5.72395	-0.298748	deoA	thymidine phosphorylase
1768911_s_at	2.93e-01	1.34e-01	1.60	-5.72432	0.167756	Z1552///ECs1292	hypothetical protein///ABC transporter ATP-binding protein
1763946_s_at	2.93e-01	1.35e-01	1.60	-5.72452	0.279423	c4579	hypothetical protein
1763359_at	2.93e-01	1.35e-01	-1.60	-5.72514	-0.158372	c4896	hypothetical protein
1760354_at	2.94e-01	1.35e-01	1.60	-5.72649	0.183202	phr	deoxyribodipyrimidine photolyase, FAD-binding
1762074_s_at	2.94e-01	1.35e-01	-1.60	-5.72803	-0.186379	ftsE///ftsE///ftsE///ECs4312	cell division protein FtsE///cell division protein FtsE///cell division ATP-binding protein///cell division protein FtsE
1762810_s_at	2.94e-01	1.35e-01	-1.60	-5.72841	-0.172797	ydgQ///ydgQ///rsxE///ECs2341	electron transport complex RsxE subunit///electron transport complex protein RsxE///SoxR iron-sulfur cluster reduction factor component; electron transport inner membrane NADH-quinone reductase///electron transport complex protein RsxE
1765831_s_at	2.94e-01	1.35e-01	1.60	-5.72847	0.181135		
1764172_s_at	2.94e-01	1.35e-01	1.60	-5.72878	0.189658	amiA///amiA///ECs3306	N-acetylmuramoyl-L-alanine amidase///N-acetylmuramoyl-l-alanine amidase I///N-acetylmuramoyl-l-alanine amidase I
1763890_at	2.94e-01	1.35e-01	1.60	-5.7294	0.146788	sokC	ncRNA
1765619_s_at	2.95e-01	1.35e-01	-1.60	-5.73025	-0.162384		
1764870_s_at	2.95e-01	1.35e-01	1.60	-5.73064	0.205966	Z0948///ECs0804	hypothetical protein///hypothetical protein
1762386_s_at	2.95e-01	1.36e-01	1.60	-5.73102	0.257488		
1762013_s_at	2.95e-01	1.36e-01	1.60	-5.73129	0.219951		
1761450_s_at	2.95e-01	1.36e-01	1.60	-5.73153	0.154939	Z4326///ECs3855	enterotoxin///enterotoxin
1767899_at	2.95e-01	1.36e-01	1.60	-5.73187	0.221516	ECs4975	hypothetical protein
1762511_s_at	2.95e-01	1.36e-01	1.60	-5.73264	0.176601	ynbB///Z2318///ynbB///ECs2011	hypothetical protein///phosphatidate cytidylyltransferase///putative CDP-diglyceride synthase///phosphatidate cytidylyltransferase
1759682_at	2.95e-01	1.36e-01	1.60	-5.73285	0.191071	ybcL	inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; UPF0098 family secreted protein
1760469_s_at	2.95e-01	1.36e-01	-1.60	-5.73374	-0.345969	c0784	hypothetical protein
1768311_at	2.95e-01	1.36e-01	-1.60	-5.73396	-0.322337	c3459	selenate reductase subunit YgfN
1766275_s_at	2.95e-01	1.36e-01	1.60	-5.73436	0.214091	ybaV///ybaV///ybaV///ECs0496	hypothetical protein///hypothetical protein///putative competence-suppressing periplasmic helix-hairpin-helix DNA-binding protein///hypothetical protein
1760556_at	2.96e-01	1.36e-01	-1.60	-5.73468	-0.174316	yadB	glutamyl-Q tRNA(Asp) synthetase
1760904_s_at	2.96e-01	1.36e-01	-1.60	-5.73481	-0.181411	greA///greA///greA///greA	transcription elongation factor GreA///transcription elongation factor GreA///transcript cleavage factor///transcription elongation factor GreA
1763675_s_at	2.96e-01	1.36e-01	1.60	-5.7352	0.245768	Z6067///ECs2274	hypothetical protein///hypothetical protein
1764369_s_at	2.96e-01	1.36e-01	1.60	-5.73534	0.324799	Z0978///ECs0840///ECs1646	tail component of prophage CP-933K///tail assembly protein///tail assembly protein
1759519_s_at	2.96e-01	1.36e-01	1.59	-5.73606	0.176412	Z2787///ECs2461	transport system permease///transport system permease
1759877_at	2.96e-01	1.36e-01	1.59	-5.73616	0.220269	c3406	phosphosugar isomerase
1761976_s_at	2.96e-01	1.36e-01	1.59	-5.73622	0.153776	ruvB///ruvB///ruvB	Holliday junction DNA helicase RuvB///ATP-dependent DNA helicase, component of RuvABC resolvasome///Holliday junction DNA helicase RuvB
1766059_s_at	2.96e-01	1.36e-01	1.59	-5.73649	0.272585	yjdA///crfC///ECs5091	hypothetical protein///clamp-binding sister replication fork colocalization protein, dynamin-related///hypothetical protein
1765531_at	2.96e-01	1.36e-01	-1.59	-5.73677	-0.358803	c3205	hypothetical protein
1759955_at	2.96e-01	1.36e-01	1.59	-5.7369	0.165071	ECs1184	hypothetical protein
1767093_s_at	2.96e-01	1.37e-01	1.59	-5.73792	0.30347	c1324	hypothetical protein
1761609_s_at	2.96e-01	1.37e-01	1.59	-5.73801	0.203871		
1767158_s_at	2.96e-01	1.37e-01	-1.59	-5.73855	-0.18154	yjeB///yjeB///nsrR///ECs5154	transcriptional repressor NsrR///transcriptional repressor NsrR///nitric oxide-sensitive repressor for NO regulon///transcriptional repressor NsrR
1763693_at	2.96e-01	1.37e-01	1.59	-5.73892	0.259116	c5322	hypothetical protein
1759267_at	2.96e-01	1.37e-01	1.59	-5.73938	0.382307	Z0341	hypothetical protein
1760015_s_at	2.96e-01	1.37e-01	-1.59	-5.73993	-0.2329	c4195	hypothetical protein
1762222_s_at	2.97e-01	1.37e-01	1.59	-5.74144	0.200002	yggF///yggF///ECs3806	fructose-1,6-bisphosphatase II-like protein///fructose 1,6 bisphosphatase isozyme///fructose-1,6-bisphosphatase II-like protein
1766261_x_at	2.97e-01	1.37e-01	-1.59	-5.74176	-0.184256	yaiX///Z1826///insC1///insC1///insC1///insC1///insC1///insC1///ECs1565	pseudo///IS encoded protein///IS2 repressor TnpA///IS2 repressor TnpA///IS2 repressor TnpA///IS2 repressor TnpA///IS2 repressor TnpA///IS2 repressor TnpA///transposase
1767522_s_at	2.97e-01	1.37e-01	-1.59	-5.74236	-0.265372	c1094	hypothetical protein
1765204_s_at	2.97e-01	1.37e-01	-1.59	-5.74282	-0.213607	yfbM///yfbM///yfbM///ECs3159	hypothetical protein///hypothetical protein///DUF1877 family protein///hypothetical protein
1768854_s_at	2.97e-01	1.37e-01	-1.59	-5.74284	-0.214071	ribH///ribH///ribE///ribH	6,7-dimethyl-8-ribityllumazine synthase///6,7-dimethyl-8-ribityllumazine synthase///riboflavin synthase beta chain///6,7-dimethyl-8-ribityllumazine synthase
1762703_s_at	2.97e-01	1.37e-01	1.59	-5.74285	0.185206	Z1576///Z1137///ECs1314	hypothetical protein///hypothetical protein///hypothetical protein
1763896_s_at	2.97e-01	1.37e-01	1.59	-5.74306	0.240733	fimD///fimD///fimD///ECs5276	outer membrane usher protein fimD///outer membrane protein; export and assembly of type 1 fimbriae, interrupted///fimbrial usher outer membrane porin protein; FimCD chaperone-usher///protein FimD
1762529_s_at	2.97e-01	1.37e-01	-1.59	-5.74306	-0.196925	yhbQ///yhbQ///yhbQ///ECs4036	GIY-YIG nuclease superfamily protein///GIY-YIG nuclease superfamily protein///GIY-YIG nuclease superfamily protein///GIY-YIG nuclease superfamily protein
1768448_s_at	2.97e-01	1.37e-01	1.59	-5.7432	0.164152		
1764384_at	2.97e-01	1.38e-01	1.59	-5.74377	0.198755	c1268	hypothetical protein
1762466_at	2.97e-01	1.38e-01	1.59	-5.74379	0.20227	yffM	CPZ-55 prophage; uncharacterized protein
