ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1763140_s_at	0.79184323	3.42e-01	0.999174	-6.48615	0.0644		
1762113_s_at	0.79184323	3.42e-01	-0.999131	-6.48619	-0.1501	gapC///c1843///gapC///ECs2022	pseudo///glyceraldehyde 3-phosphate dehydrogenase A///glyceraldehyde-3-phosphate dehydrogenase///glyceraldehyde 3-phosphate dehydrogenase C
1767679_s_at	0.79184323	3.42e-01	-0.999019	-6.4863	-0.31698	c5314///ytfJ///ytfJ///ECs5194	hypothetical protein///hypothetical protein///putative transcriptional regulator///hypothetical protein
1762846_s_at	0.79184323	3.42e-01	0.99883	-6.48649	0.0922	rplA///rplA///rplA///rplA	50S ribosomal protein L1///50S ribosomal protein L1///50S ribosomal subunit protein L1///50S ribosomal protein L1
1767514_s_at	0.79184323	3.42e-01	-0.998753	-6.48657	-0.25812	murD///murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase///UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase
1768764_s_at	0.79276632	3.42e-01	-0.997663	-6.48764	-0.04588	c3264	hypothetical protein
1764627_at	0.79313691	3.43e-01	-0.996773	-6.48852	-0.1464	c0009	hypothetical protein
1768841_s_at	0.79313691	3.43e-01	0.996575	-6.48872	0.06008		
1765138_s_at	0.79313691	3.43e-01	-0.996545	-6.48875	-0.07868	speA///speA///speA///ECs3814	arginine decarboxylase///arginine decarboxylase///biosynthetic arginine decarboxylase, PLP-binding///arginine decarboxylase
1761244_s_at	0.79313691	3.43e-01	-0.996412	-6.48888	-0.07756	rplV///rplV///rplV///rplV	50S ribosomal protein L22///50S ribosomal protein L22///50S ribosomal subunit protein L22///50S ribosomal protein L22
1761188_s_at	0.79356785	3.43e-01	-0.995783	-6.4895	-0.0774	ygaE///ygaE///csiR///ECs3525	DNA-binding transcriptional regulator CsiR///DNA-binding transcriptional regulator CsiR///transcriptional repressor of csiD///DNA-binding transcriptional regulator CsiR
1765894_s_at	0.79377286	3.43e-01	0.995353	-6.48993	0.06248		
1762627_s_at	0.79377286	3.44e-01	0.995081	-6.4902	0.07808	ygeA///ygeA///ygeA///ECs3697	racemase///racemase///Asp/Glu_racemase family protein///racemase
1760008_s_at	0.79377286	3.44e-01	-0.994915	-6.49036	-0.0923	rmf///rmf///ECs1037	ribosome modulation factor///ribosome modulation factor///ribosome modulation factor
1768098_s_at	0.79377475	3.44e-01	0.994687	-6.49058	0.0613	yghS///yghS	ATP-binding protein yghS///putative ATP-binding protein
1762123_s_at	0.79459255	3.44e-01	-0.993697	-6.49156	-0.06236	narU///narU	nitrite extrusion protein 2///nitrate/nitrite transporter
1765620_s_at	0.79465605	3.44e-01	0.993412	-6.49184	0.05604	glyA///glyA	serine hydroxymethyltransferase///serine hydroxymethyltransferase
1768352_s_at	0.79526438	3.45e-01	0.992617	-6.49263	0.1525	chaA///chaA///chaA///ECs1721	calcium/sodium:proton antiporter///calcium/sodium:proton antiporter///calcium/sodium:proton antiporter///calcium/sodium:proton antiporter
1762844_s_at	0.79533848	3.45e-01	0.992281	-6.49296	0.03768		
1762543_s_at	0.79533848	3.45e-01	0.992097	-6.49314	0.05148	clpX///clpX///clpX///clpX	ATP-dependent protease ATP-binding subunit ClpX///ATP-dependent protease ATP-binding subunit ClpX///ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease///ATP-dependent protease ATP-binding protein ClpX
1763677_s_at	0.79563186	3.45e-01	-0.991479	-6.49375	-0.10538		
1763719_s_at	0.79563186	3.45e-01	-0.991066	-6.49415	-0.04302	c3355	hypothetical protein
1759986_s_at	0.79563186	3.46e-01	0.990217	-6.49499	0.1857	c3826	hypothetical protein
1765896_x_at	0.79563186	3.46e-01	0.990143	-6.49506	0.04042	Z5091///ECs4539	hypothetical protein///hypothetical protein
1766066_s_at	0.79563186	3.46e-01	0.990104	-6.4951	0.03952	Z0252///ECs0221	hypothetical protein///hypothetical protein
1760299_s_at	0.79563186	3.46e-01	0.990045	-6.49516	0.10174	pabA///pabA///pabA///ECs4211	para-aminobenzoate synthase component II///para-aminobenzoate synthase component II///aminodeoxychorismate synthase, subunit II///para-aminobenzoate synthase component II
1759637_at	0.79563186	3.46e-01	-0.990027	-6.49517	-0.03212	priA	Primosome factor n' (replication factor Y)
1768476_at	0.79563186	3.46e-01	0.989853	-6.49535	0.2719	c1601	hypothetical protein
1762336_at	0.79563186	3.46e-01	0.989445	-6.49575	0.07962	c0355	hypothetical protein
1763873_s_at	0.79563186	3.46e-01	-0.989431	-6.49576	-0.06958	ppiA///ppiA///ppiA///ECs4214	peptidyl-prolyl cis-trans isomerase A (rotamase A)///peptidyl-prolyl cis-trans isomerase A///peptidyl-prolyl cis-trans isomerase A (rotamase A)///peptidyl-prolyl cis-trans isomerase A
1759885_at	0.79563186	3.46e-01	-0.989201	-6.49599	-0.06156	c0951	hypothetical protein
1768530_s_at	0.79563186	3.46e-01	-0.989082	-6.4961	-0.08648	msbA///msbA///msbA///ECs0997	lipid transporter ATP-binding/permease///lipid transporter ATP-binding protein/permease///lipid ABC transporter permease/ATPase///lipid transporter ATP-binding protein/permease
1760012_s_at	0.79563186	3.46e-01	-0.988882	-6.4963	-0.06424	fdhD///fdhD///ECs4821	formate dehydrogenase accessory protein///formate dehydrogenase formation protein///formate dehydrogenase accessory protein
1761276_s_at	0.79563186	3.47e-01	0.988311	-6.49686	0.05012	ydcV///Z2276///ydcV///ECs2047	ABC transporter permease///transport system permease///putative ABC transporter permease///ABC transporter permease
1759517_at	0.79563186	3.47e-01	-0.988251	-6.49692	-0.1264	yfbB	acyl-CoA thioester hydrolase
1767662_s_at	0.79563186	3.47e-01	-0.988222	-6.49695	-0.05706	Z0975///ECs0837	tail component of prophage CP-933K///tail length tape measure protein
1761050_s_at	0.79583085	3.47e-01	-0.987642	-6.49752	-0.16672	tnaA///tnaA///tnaA///tnaA	tryptophanase///tryptophanase///tryptophanase/L-cysteine desulfhydrase, PLP-dependent///tryptophanase
1761529_s_at	0.79583085	3.47e-01	-0.987219	-6.49793	-0.04404	c3233	hypothetical protein
1768382_at	0.79583085	3.47e-01	0.987117	-6.49803	0.06114	c5210	hypothetical protein
1763655_s_at	0.79583085	3.47e-01	0.987007	-6.49814	0.06528		
1761555_at	0.79583085	3.47e-01	0.986913	-6.49823	0.12972	yqiK	hypothetical protein
1766073_s_at	0.795848	3.48e-01	0.98626	-6.49887	0.10722	fieF///fieF///fieF///fieF	ferrous iron efflux protein F///ferrous iron efflux protein F///ferrous iron and zinc transporter///ferrous iron efflux protein F
1764075_s_at	0.795848	3.48e-01	0.985972	-6.49915	0.1658	c1462///Z3315///ECs1985	tail component of prophage///tail component of prophage CP-933V///minor tail protein
1761248_s_at	0.795848	3.48e-01	-0.985873	-6.49925	-0.05926	hflC///hflC///hflC///ECs5151	FtsH protease regulator HflC///FtsH protease regulator HflC///HflB protease modulator specific for phage lambda cII repressor///FtsH protease regulator HflC
1759879_at	0.795848	3.48e-01	-0.985849	-6.49927	-0.08798	ilvY	DNA-binding transcriptional regulator IlvY
1760545_s_at	0.795848	3.48e-01	0.985776	-6.49935	0.14626	gadB///gadB///gadB///ECs2098	glutamate decarboxylase beta///glutamate decarboxylase///glutamate decarboxylase B, PLP-dependent///glutamate decarboxylase
1765746_s_at	0.79598385	3.48e-01	-0.985424	-6.49969	-0.05554	yghR///yghR	ATP-binding protein yghR///putative ATP-binding protein
1764882_s_at	0.79611748	3.48e-01	-0.984795	-6.50031	-0.03376		
1760717_s_at	0.79611748	3.48e-01	-0.984534	-6.50056	-0.2312	c0460///lacI///lacI///lacI	LacI protein///lac repressor///lactose-inducible lac operon transcriptional repressor///lac repressor
1762457_at	0.79611748	3.49e-01	-0.984472	-6.50062	-0.10212	c2514	hypothetical protein
1760713_s_at	0.79611748	3.49e-01	0.983606	-6.50147	0.03126	rrlC///rrlD///rrlH///rrlB///rrlE///rrlG///rrlA///rrlC///rrlA///rrlB///rrlE///rrlD///rrlG///rrlH///rrlE///rrlB///rrlA///rrlC///rrlD///rrlG///rrlH///rrlD///rrlC///rrlE///rrlA///rrlB///rrlG///rrlH	23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA of rrnE operon///23S ribosomal RNA of rrnB operon///23S ribosomal RNA of rrnA operon///23S ribosomal RNA of rrnC operon///23S ribosomal RNA of rrnD operon///23S ribosomal RNA of rrnG operon///23S ribosomal RNA of rrnH operon///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA///23S ribosomal RNA
1763891_s_at	0.79611748	3.49e-01	-0.983606	-6.50147	-0.03126	rrfC///rrfD///rrfB///rrfE///rrfG///rrfA///rrfH///rrfC///rrfA///rrfB///rrfE///rrfD///rrfF///rrfG///rrfH///rrfE///rrfB///rrfA///rrfC///rrfF///rrfD///rrfG///rrfH///rrfE///rrfF///rrfD///rrfC///rrfA///rrfB///rrfG///rrfH	5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA of rrnE operon///5S ribosomal RNA of rrnB operon///5S ribosomal RNA of rrnA operon///5S ribosomal RNA of rrnC operon///5S ribosomal RNA of rrnD operon///5S ribosomal RNA of rrnD operon///5S ribosomal RNA of rrnG operon///5S ribosomal RNA of rrnH operon///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA///5S ribosomal RNA
1764120_s_at	0.79611748	3.49e-01	0.98352	-6.50155	0.0883	flk///flk///flk///flk	flagella biosynthesis regulator///flagella biosynthesis regulator///putative flagella assembly protein///flagella biosynthesis regulator
1768748_s_at	0.79611748	3.49e-01	-0.983243	-6.50182	-0.1403	uspA///uspA///uspA///ECs4367	universal stress protein A///universal stress protein; broad regulatory function?///universal stress global response regulator///hypothetical protein
1764599_s_at	0.79611748	3.49e-01	0.983041	-6.50202	0.21662	udp///udp///udp///ECs4761	uridine phosphorylase///uridine phosphorylase///uridine phosphorylase///uridine phosphorylase
1760352_s_at	0.79611748	3.49e-01	-0.982435	-6.50261	-0.05466	c3391	secreted protein Hcp
1760946_s_at	0.79611748	3.50e-01	-0.982342	-6.50271	-0.07804	anmK///anmK///anmK///anmK	anhydro-N-acetylmuramic acid kinase///anhydro-N-acetylmuramic acid kinase///anhydro-N-acetylmuramic acid kinase///anhydro-N-acetylmuramic acid kinase
1761177_s_at	0.79611748	3.50e-01	-0.982144	-6.5029	-0.06928	yigE///c4736///Z5332///ECs4745	DUF2233 family protein///hypothetical protein///hypothetical protein///hypothetical protein
1766415_s_at	0.79611748	3.50e-01	0.981861	-6.50318	0.31324	c1776	hypothetical protein
1766609_s_at	0.79611748	3.50e-01	-0.981627	-6.5034	-0.08154	agaV///agaV///agaV///ECs4011	PTS system N-acetylgalactosamine-specific transporter subunit IIB///PTS system N-acetylgalactosamine-specific transporter subunit IIB///N-acetylgalactosamine-specific enzyme IIB component of PTS///PTS system N-acetylgalactosamine-specific transporter subunit IIB
1766481_s_at	0.79611748	3.50e-01	0.981583	-6.50345	0.10462	emrR///emrR///mprA///ECs3546	transcriptional repressor MprA///transcriptional repressor MprA///transcriptional repressor of microcin B17 synthesis and multidrug efflux///transcriptional repressor MprA
1767681_s_at	0.79611748	3.50e-01	-0.981513	-6.50352	-0.09218	c1170///Z1565///Z1126///ECs1303	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein
1765767_s_at	0.79611748	3.50e-01	-0.981244	-6.50378	-0.15546	asnC///asnC	DNA-binding transcriptional regulator AsnC///transcriptional activator of asnA; autorepressor
1759576_s_at	0.79611748	3.50e-01	-0.980742	-6.50427	-0.05144	c0961	hypothetical protein
1768689_s_at	0.79611748	3.50e-01	0.980674	-6.50433	0.06772	osmC///osmC///osmC///ECs2086	osmotically inducible protein C///osmotically inducible protein///lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin///osmotically inducible protein
1761199_s_at	0.79611748	3.50e-01	0.98048	-6.50452	0.03246	cybC///cybC///ECs5213	cytochrome b562///pseudo///cytochrome b(562)
1763009_s_at	0.79611748	3.50e-01	-0.980458	-6.50454	-0.11398	c1441	hypothetical protein
1762347_s_at	0.79611748	3.50e-01	-0.980415	-6.50459	-0.05294	phnG///phnG///phnG///ECs5084	PhnG protein///phosphonate metabolism protein///ribophosphonate triphosphate synthase subunit///protein PhnG
1763561_at	0.79611748	3.50e-01	-0.98038	-6.50462	-0.12944	c1315	hypothetical protein
1765755_s_at	0.79631921	3.51e-01	0.979799	-6.50519	0.46898	thiF///thiF///thiF///thiF	adenylyltransferase///thiamine biosynthesis protein ThiF///adenylyltransferase, modifies ThiS C-terminus///thiamine biosynthesis protein ThiF
1761888_s_at	0.79631921	3.51e-01	-0.979563	-6.50542	-0.19592	c3669///c4571///c2527///c5155///c0275///c1280///Z1656///Z1216///ECs1402///ECs2802	hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///hypothetical protein///antirestriction protein
1763357_s_at	0.79631921	3.51e-01	-0.979522	-6.50546	-0.15884	dnaK///dnaK///dnaK///dnaK	molecular chaperone DnaK///molecular chaperone DnaK///chaperone Hsp70, with co-chaperone DnaJ///molecular chaperone DnaK
1769163_s_at	0.79636453	3.51e-01	0.979256	-6.50572	0.15948	fimB///fimB///fimB///ECs5271	tyrosine recombinase///tyrosine recombinase///tyrosine recombinase/inversion of on/off regulator of fimA///tyrosine recombinase
1765361_s_at	0.79650395	3.51e-01	0.978656	-6.5063	0.04276	yihU///yihU///ECs4805	dehydrogenase///3-sulpholactaldehyde (SLA) reductase, NADH-dependent; gamma-hydroxybutyrate dehydrogenase, NADH-dependent///dehydrogenase
1768348_s_at	0.79650395	3.51e-01	0.978464	-6.50649	0.10506	yijC///yijC///fabR///ECs4894	DNA-binding transcriptional repressor FabR///DNA-binding transcriptional repressor FabR///transcriptional repressor of fabA and fabB///DNA-binding transcriptional repressor FabR
1761253_s_at	0.79650395	3.51e-01	-0.978294	-6.50665	-0.04418		
1767176_s_at	0.79650395	3.51e-01	-0.978235	-6.50671	-0.13416	pepE///pepE///pepE///ECs4939	peptidase E///peptidase E///peptidase E, alpha-aspartyl dipeptidase///peptidase E
1762981_s_at	0.79650576	3.52e-01	-0.977891	-6.50705	-0.0898		
1763464_s_at	0.79650576	3.52e-01	-0.977788	-6.50715	-0.2343	napB///napB///napB///napB	citrate reductase cytochrome c-type subunit///citrate reductase cytochrome C subunit///nitrate reductase, small, cytochrome C550 subunit, periplasmic///citrate reductase cytochrome c-type subunit
1760264_at	0.7967037	3.52e-01	0.977379	-6.50754	0.12416	yhiH	ABC transporter ATP-binding protein
1759510_s_at	0.79686658	3.52e-01	-0.977004	-6.50791	-0.07858	gyrB///gyrB///gyrB///gyrB	DNA gyrase subunit B///DNA gyrase subunit B///DNA gyrase, subunit B///DNA gyrase subunit B
1767421_s_at	0.79746976	3.52e-01	-0.976216	-6.50867	-0.03254		
1768090_at	0.79830332	3.53e-01	-0.975212	-6.50965	-0.09048	sat	secreted auto transporter toxin
1765876_s_at	0.79838702	3.53e-01	0.974495	-6.51034	0.15836		
1765829_at	0.79838702	3.53e-01	-0.974259	-6.51057	-0.11282	glcB	malate synthase G
1760932_s_at	0.79838702	3.54e-01	0.973739	-6.51108	0.34296	ydgI///Z2605///ydgI///ECs2311	arginine/ornithine antiporter///arginine/ornithine antiporter///putative arginine/ornithine antiporter transporter///arginine/ornithine antiporter
1768494_s_at	0.79838702	3.54e-01	0.973284	-6.51152	0.05176	prfB///prfB///prfB///prfB	RF-2///peptide chain release factor 2///peptide chain release factor RF-2///peptide chain release factor 2
1762197_s_at	0.79838702	3.54e-01	-0.973139	-6.51166	-0.04174	Z5178///ECs4623	PTS component///PTS system arbutin-like IIC component
1768758_s_at	0.79838702	3.54e-01	-0.973082	-6.51172	-0.08694	menG///menG///rraA///ECs4856	ribonuclease activity regulator protein RraA///ribonuclease activity regulator protein RraA///ribonuclease E (RNase E) inhibitor protein///ribonuclease activity regulator protein RraA
1766739_s_at	0.79838702	3.54e-01	-0.972794	-6.51199	-0.16568	ychH///ychH///ychH///ECs1710	hypothetical protein///hypothetical protein///DUF2583 family putative inner membrane protein///hypothetical protein
1767455_s_at	0.79838702	3.54e-01	0.972526	-6.51225	0.14592	purB///purB///purB///ECs1603	adenylosuccinate lyase///adenylosuccinate lyase///adenylosuccinate lyase///adenylosuccinate lyase
1766146_at	0.79838702	3.54e-01	0.972524	-6.51226	0.0737	c5041	transport sensor protein
1762035_s_at	0.79838702	3.54e-01	-0.972313	-6.51246	-0.2026	mltA///mltA	murein transglycosylase A///membrane-bound lytic murein transglycosylase A
1759483_at	0.79838702	3.54e-01	-0.972298	-6.51247	-0.03354	c4557	hypothetical protein
1766977_s_at	0.79838702	3.54e-01	0.972242	-6.51253	0.17022	pheM	phenylalanyl-tRNA synthetase operon leader peptide
1761216_s_at	0.79838702	3.54e-01	0.972062	-6.5127	0.13714	nohB///Z1882///nohQ///nohD///ECs1629	prophage qsr' DNA packaging protein NU1-like protein///DNA packaging protein of prophage CP-933X///pseudo///DLP12 prophage; DNA packaging protein///terminase small subunit
1763070_at	0.79838702	3.54e-01	0.971908	-6.51285	0.03846	ybhM	hypothetical protein
1764062_s_at	0.79838702	3.55e-01	0.971588	-6.51316	0.13346	hslJ///hslJ///hslJ///ECs2001	heat-inducible protein///heat-inducible protein///heat-inducible lipoprotein involved in novobiocin resistance///heat-inducible protein
1761942_s_at	0.79838702	3.55e-01	0.971422	-6.51332	0.04108	Z1373///ECs1983	hypothetical protein///tail length tape measure protein
1765759_s_at	0.79838702	3.55e-01	0.971212	-6.51353	0.09446		
1768634_s_at	0.79838702	3.55e-01	0.970727	-6.514	0.09282	c3225///Z3974///ECs3535	hypothetical protein///hypothetical protein///hypothetical protein
1764889_s_at	0.79838702	3.55e-01	0.970572	-6.51415	0.15652		
1764948_s_at	0.79838702	3.55e-01	0.970557	-6.51416	0.05176	c0059///Z0056///ECs0052	antitoxin of gyrase inhibiting toxin-antitoxin system///antitoxin of gyrase inhibiting toxin-antitoxin system///CcdA-like protein
1760150_s_at	0.79838702	3.55e-01	-0.970471	-6.51424	-0.09888	ECs2983///ECs1194	hypothetical protein///hypothetical protein
1762572_s_at	0.79845942	3.55e-01	-0.970181	-6.51452	-0.20024	udhA///udhA///sthA///ECs4891	soluble pyridine nucleotide transhydrogenase///soluble pyridine nucleotide transhydrogenase///pyridine nucleotide transhydrogenase, soluble///soluble pyridine nucleotide transhydrogenase
1764697_s_at	0.7985818	3.55e-01	-0.969845	-6.51485	-0.05936	yihQ///ECs4800	alpha-glucosidase///alpha-glucosidase
1767618_s_at	0.79929975	3.56e-01	-0.96895	-6.51571	-0.09984	prfA///prfA///prfA///prfA	peptide chain release factor 1///peptide chain release factor 1///peptide chain release factor RF-1///peptide chain release factor 1
1763832_at	0.79979793	3.56e-01	0.968224	-6.51641	0.03274	actP	acetate transporter
1767274_s_at	0.79979793	3.56e-01	0.96793	-6.5167	0.04668		
1765751_s_at	0.79979793	3.56e-01	-0.967753	-6.51687	-0.04284	tbpA///thiB///tbpA	thiamine transporter substrate binding subunit///thiamine/thiamine pyrophosphate/thiamine monophosphate ABC transporter periplasmic binding protein///thiamine transporter substrate binding subunit
1765552_s_at	0.79979793	3.56e-01	-0.967597	-6.51702	-0.28964	bssR///bssR///bssR///bssR	biofilm formation regulatory protein BssR///biofilm formation regulatory protein BssR///repressor of biofilm formation by indole transport regulation///biofilm formation regulatory protein BssR
1760943_s_at	0.79984502	3.57e-01	-0.967332	-6.51728	-0.04944	pgi///pgi///pgi///pgi	glucose-6-phosphate isomerase///glucose-6-phosphate isomerase///glucosephosphate isomerase///glucose-6-phosphate isomerase
1767166_at	0.80069678	3.57e-01	-0.966312	-6.51826	-0.0385	ydfX	pseudo
1759225_s_at	0.80069684	3.57e-01	-0.966014	-6.51855	-0.03848	c0974	phage tail protein
1764597_at	0.80069684	3.57e-01	-0.96587	-6.51868	-0.07202	c5161	hypothetical protein
1761110_s_at	0.80077256	3.57e-01	0.965466	-6.51907	0.18972	ydhZ///Z2703///ydhZ///ECs2382	hypothetical protein///hypothetical protein///uncharacterized protein///hypothetical protein
1763100_s_at	0.80077256	3.58e-01	-0.964826	-6.51969	-0.06516	kefC///kefC///kefC///ECs0050	glutathione-regulated potassium-efflux system protein KefC///glutathione-regulated potassium-efflux system protein KefC///potassium:proton antiporter///glutathione-regulated potassium-efflux system protein KefC
1759791_at	0.80077256	3.58e-01	-0.964825	-6.51969	-0.09728	c1292	hypothetical protein
1765858_s_at	0.80077256	3.58e-01	0.964807	-6.51971	0.10292	papD///papD_2	PapD protein///PapD protein
1767327_s_at	0.80077256	3.58e-01	-0.9645	-6.52	-0.1821	c4275	hypothetical protein
1767716_s_at	0.80077256	3.58e-01	0.964472	-6.52003	0.17316	yiiS///yiiS///yiiS///ECs4847	hypothetical protein///hypothetical protein///UPF0381 family protein///hypothetical protein
1767837_s_at	0.80119905	3.58e-01	-0.963852	-6.52063	-0.08364	citA///citA///citA///ECs0658	sensor kinase dpiB///sensor-type protein///sensory histidine kinase in two-component regulatory system with CitB///sensor-type protein
1766123_s_at	0.80120231	3.58e-01	-0.963628	-6.52084	-0.08118		
1766354_at	0.80153856	3.59e-01	0.962976	-6.52147	0.11656	xapR	DNA-binding transcriptional activator XapR
1767822_at	0.80153856	3.59e-01	-0.962705	-6.52173	-0.16258	mchF	microcin H47 secretion ATP-binding protein
1760698_s_at	0.80153856	3.59e-01	-0.962589	-6.52184	-0.03976	Z4322///ECs3852	hypothetical protein///hypothetical protein
1768750_s_at	0.80153856	3.59e-01	-0.96243	-6.52199	-0.05696	ycaQ///ycaQ///ycaQ///ECs0999	hypothetical protein///hypothetical protein///DUF1006 family protein with C-terminal wHTH domain///hypothetical protein
1763372_s_at	0.80170514	3.59e-01	0.962053	-6.52236	0.05724	gldA///gldA	glycerol dehydrogenase///glycerol dehydrogenase
1765836_s_at	0.80173991	3.59e-01	-0.9618	-6.5226	-0.12116	nadC///nadC///nadC///ECs0113	quinolinate phosphoribosyltransferase///quinolinate phosphoribosyltransferase///quinolinate phosphoribosyltransferase///quinolinate phosphoribosyltransferase
1761751_at	0.80228727	3.60e-01	-0.960149	-6.52418	-0.07422	c4015	ribose ABC transporter permease
1768319_s_at	0.80228727	3.60e-01	-0.960121	-6.52421	-0.13414	ybhK///ybhK///ECs0858	hypothetical protein///structural protein///structural protein
1768331_s_at	0.80228727	3.60e-01	0.95993	-6.52439	0.1304	yhdT///yhdT///yhdT///ECs4129	hypothetical protein///hypothetical protein///DUF997 family putative inner membrane protein///hypothetical protein
1765137_at	0.80228727	3.60e-01	0.959911	-6.52441	0.07158	paaH	3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent
1760092_at	0.80228727	3.60e-01	-0.959746	-6.52457	-0.03304	yqiC	BMFP family putative fusogenic protein
1760901_s_at	0.80228727	3.60e-01	-0.959587	-6.52472	-0.14044	yidQ///yidQ///ECs4628	hypothetical protein///hypothetical protein///hypothetical protein
1767138_s_at	0.80228727	3.60e-01	0.959178	-6.52511	0.10746	yidJ///yidJ///yidJ///ECs4619	sulfatase yidJ///sulfatase///sulfatase/phosphatase superfamily protein///sulfatase
1761753_at	0.80228727	3.61e-01	0.959075	-6.52521	0.15616	c0412	transcriptional regulator YcjZ
1766165_s_at	0.80228727	3.61e-01	-0.958724	-6.52555	-0.0659	cpdB///cpdB///cpdB	bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic protein///2':3'-cyclic-nucleotide 2'-phosphodiesterase///bifunctional 2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase periplasmic protein
1761540_s_at	0.80228727	3.61e-01	-0.958053	-6.52619	-0.12554	arcA///arcA///arcA///ECs5359	two-component response regulator///two-component response regulator///response regulator in two-component regulatory system with ArcB or CpxA///two-component response regulator
1760003_s_at	0.80228727	3.61e-01	0.95791	-6.52633	0.11532	c5447///c5448///ECs5328	hypothetical protein///hypothetical protein///hypothetical protein
1766786_at	0.80228727	3.61e-01	0.957834	-6.5264	0.11362	c4509	hypothetical protein
1767915_s_at	0.80228727	3.61e-01	-0.957832	-6.5264	-0.03238	Z3024///intG///ECs2675	hypothetical protein///pseudo///hypothetical protein
1766383_s_at	0.80228727	3.61e-01	0.957677	-6.52655	0.09332	Z2120///ECs1096	endolysin of prophage CP-933O///endolysin
1763019_s_at	0.80228727	3.61e-01	-0.957648	-6.52658	-0.16362	yafK///yafK///yafK///ECs0251	hypothetical protein///hypothetical protein///L,D-transpeptidase-related protein///hypothetical protein
1759658_s_at	0.80228727	3.61e-01	0.957433	-6.52678	0.1405		
1762185_at	0.80228727	3.61e-01	-0.957179	-6.52703	-0.09926	c2484	hypothetical protein
1759232_s_at	0.80228727	3.62e-01	0.956557	-6.52762	0.06856		
1765857_s_at	0.80228727	3.62e-01	0.956396	-6.52777	0.15124	ydhJ///Z2659///ydhJ///ECs2353	hypothetical protein///hypothetical protein///putative membrane fusion protein (MFP) of YdhJK efflux pump///hypothetical protein
1761123_s_at	0.80228727	3.62e-01	-0.95617	-6.52799	-0.0768	yjcT///alsK	D-allose kinase///D-allose kinase
1769098_at	0.80228727	3.62e-01	-0.955941	-6.52821	-0.19662	c3601	hypothetical protein
1768934_at	0.80228727	3.62e-01	-0.955869	-6.52828	-0.04558	c0021	hypothetical protein
1761419_s_at	0.80228727	3.62e-01	-0.955831	-6.52831	-0.19168	speB///speB	agmatinase///agmatinase
1766648_s_at	0.80228727	3.62e-01	0.955124	-6.52899	0.03664	yfcI///Z5940///ECs5301	hypothetical protein///hypothetical protein///hypothetical protein
1763840_at	0.80228727	3.62e-01	0.955085	-6.52903	0.14692	ydbH	putative membrane-anchored protein, function unknown
1768047_s_at	0.80228727	3.63e-01	0.954528	-6.52956	0.18908	c2059///Z2694///ydhR///ECs2374	hypothetical protein///hypothetical protein///putative monooxygenase///hypothetical protein
1768340_s_at	0.80228727	3.63e-01	-0.954508	-6.52958	-0.12242	yoaE///yoaE///yoaE///ECs2525	hypothetical protein///transporter///putative membrane protein/conserved protein///transporter
1763459_s_at	0.80228727	3.63e-01	0.954504	-6.52958	0.03962	ECs5460	hypothetical protein
1767571_s_at	0.80228727	3.63e-01	-0.954357	-6.52972	-0.13346	ybaY///ybaY///ybaY///ECs0507	hypothetical protein///glycoprotein/polysaccharide metabolism///outer membrane lipoprotein///glycoprotein/polysaccharide metabolism
1759111_at	0.80228727	3.63e-01	0.954277	-6.5298	0.11048	kpsM	KpsM protein
1767853_at	0.80228727	3.63e-01	-0.95399	-6.53007	-0.05416	aroC	chorismate synthase
1769089_s_at	0.80228727	3.63e-01	0.953569	-6.53047	0.23504	Z3081///Z2143///ECs2163///ECs2946///ECs2722	tail fiber component K of prophage CP-933U///tail component of prophage CP-933O///tail assembly protein///tail assembly protein///tail assembly protein
1761923_at	0.80228727	3.63e-01	-0.9535	-6.53054	-0.06298	yahM	uncharacterized protein
